anime_id,title,type,source,episodes,status,aired_string,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,producer,licensor,studio,genre,premiered year
5114,Fullmetal Alchemist: Brotherhood,TV,Manga,64,Finished Airing,"Apr 5, 2009 to Jul 4, 2010",24 min. per ep.,R - 17+ (violence & profanity),9.25,733592,1.0,4,1199091,106895,Spring 2009,"Aniplex, Square Enix, Mainichi Broadcasting System, Studio Moriken","Funimation, Aniplex of America",Bones,"Action, Military, Adventure, Comedy, Drama, Magic, Fantasy, Shounen",2009
28977,Gintama°,TV,Manga,51,Finished Airing,"Apr 8, 2015 to Mar 30, 2016",24 min. per ep.,R - 17+ (violence & profanity),9.15,71751,3.0,383,198744,5668,Spring 2015,"TV Tokyo, Aniplex, Dentsu","Funimation, Crunchyroll",Bandai Namco Pictures,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",2015
9253,Steins;Gate,TV,Visual novel,24,Finished Airing,"Apr 6, 2011 to Sep 14, 2011",24 min. per ep.,PG-13 - Teens 13 or older,9.14,563857,5.0,8,1010330,92423,Spring 2011,"Frontier Works, Media Factory, Movic, AT-X, Kadokawa Pictures Japan, Nitroplus",Funimation,White Fox,"Thriller, Sci-Fi",2011
9969,Gintama&#039;,TV,Manga,51,Finished Airing,"Apr 4, 2011 to Mar 26, 2012",24 min. per ep.,PG-13 - Teens 13 or older,9.11,92025,7.0,342,215527,4549,Spring 2011,"TV Tokyo, Aniplex, Dentsu, Trinity Sound, Miracle Robo, Studio Jack, Shueisha",,Sunrise,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",2011
11061,Hunter x Hunter (2011),TV,Manga,148,Finished Airing,"Oct 2, 2011 to Sep 24, 2014",23 min. per ep.,PG-13 - Teens 13 or older,9.11,403377,8.0,35,720920,64375,Fall 2011,"VAP, Nippon Television Network, Shueisha",Viz Media,Madhouse,"Action, Adventure, Super Power, Shounen",2011
35180,3-gatsu no Lion 2nd Season,TV,Manga,22,Finished Airing,"Oct 14, 2017 to Mar 31, 2018",25 min. per ep.,PG-13 - Teens 13 or older,9.1,30779,9.0,990,85744,2257,Fall 2017,"Aniplex, Dentsu, NHK, Hakusensha, Asmik Ace Entertainment, Toy&#039;s Factory",Aniplex of America,Shaft,"Drama, Game, Seinen, Slice of Life",2017
15417,Gintama&#039;: Enchousen,TV,Manga,13,Finished Airing,"Oct 4, 2012 to Mar 28, 2013",24 min. per ep.,PG-13 - Teens 13 or older,9.07,63468,10.0,685,123572,1509,Fall 2012,"TV Tokyo, Aniplex, Dentsu, Shueisha, Miracle Bus",,Sunrise,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",2012
34096,Gintama.,TV,Manga,12,Finished Airing,"Jan 9, 2017 to Mar 27, 2017",24 min. per ep.,PG-13 - Teens 13 or older,9.02,40441,13.0,934,91695,1237,Winter 2017,"TV Tokyo, Aniplex, Dentsu, Shueisha",,Bandai Namco Pictures,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",2017
35247,Owarimonogatari 2nd Season,TV,Light novel,7,Finished Airing,"Aug 12, 2017 to Aug 13, 2017",22 min. per ep.,R - 17+ (violence & profanity),9.02,42842,13.0,762,113928,2432,Summer 2017,"Aniplex, Kodansha",Aniplex of America,Shaft,"Comedy, Mystery, Supernatural, Vampire",2017
4181,Clannad: After Story,TV,Visual novel,24,Finished Airing,"Oct 3, 2008 to Mar 27, 2009",24 min. per ep.,PG-13 - Teens 13 or older,9.01,363239,14.0,55,607387,47380,Fall 2008,"Pony Canyon, TBS, Rakuonsha, Animation Do",Sentai Filmworks,Kyoto Animation,"Slice of Life, Comedy, Supernatural, Drama, Romance",2008
918,Gintama,TV,Manga,201,Finished Airing,"Apr 4, 2006 to Mar 25, 2010",24 min. per ep.,PG-13 - Teens 13 or older,9.01,141830,15.0,95,459031,33781,Spring 2006,"TV Tokyo, Aniplex, Dentsu, Trinity Sound, Audio Highs, Miracle Robo, Shueisha","Sentai Filmworks, Crunchyroll",Sunrise,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",2006
32935,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,TV,Manga,10,Finished Airing,"Oct 8, 2016 to Dec 10, 2016",24 min. per ep.,PG-13 - Teens 13 or older,8.99,157934,17.0,274,252062,4154,Fall 2016,"TOHO animation, Shueisha",Sentai Filmworks,Production I.G,"Comedy, Sports, Drama, School, Shounen",2016
2904,Code Geass: Hangyaku no Lelouch R2,TV,Original,25,Finished Airing,"Apr 6, 2008 to Sep 28, 2008",24 min. per ep.,R - 17+ (violence & profanity),8.95,543904,18.0,22,791396,44230,Spring 2008,"Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners","Funimation, Bandai Entertainment",Sunrise,"Action, Military, Sci-Fi, Super Power, Drama, Mecha",2008
34599,Made in Abyss,TV,Web manga,13,Finished Airing,"Jul 7, 2017 to Sep 29, 2017",25 min. per ep.,R - 17+ (violence & profanity),8.91,166905,20.0,178,326011,11817,Summer 2017,"Media Factory, AT-X, Takeshobo, Sony Music Communications, Kadokawa Media House, Cygames, Kanetsu Co., LTD.",Sentai Filmworks,Kinema Citrus,"Sci-Fi, Adventure, Mystery, Drama, Fantasy",2017
23273,Shigatsu wa Kimi no Uso,TV,Manga,22,Finished Airing,"Oct 10, 2014 to Mar 20, 2015",22 min. per ep.,PG-13 - Teens 13 or older,8.88,413527,21.0,37,717655,39664,Fall 2014,"Aniplex, Dentsu, Kodansha, Fuji TV, Kyoraku Industrial Holdings",Aniplex of America,A-1 Pictures,"Drama, Music, Romance, School, Shounen",2014
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,TV,Manga,12,Finished Airing,"Jan 7, 2017 to Mar 25, 2017",24 min. per ep.,PG-13 - Teens 13 or older,8.87,27311,24.0,1107,74830,1395,Winter 2017,"Mainichi Broadcasting System, Kodansha, DAX Production, King Records",,Studio Deen,"Drama, Historical, Josei",2017
28891,Haikyuu!! Second Season,TV,Manga,25,Finished Airing,"Oct 4, 2015 to Mar 27, 2016",24 min. per ep.,PG-13 - Teens 13 or older,8.87,205597,22.0,171,333808,6571,Fall 2015,"TOHO animation, Shueisha",Sentai Filmworks,Production I.G,"Comedy, Sports, Drama, School, Shounen",2015
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,12,Finished Airing,"Jan 8, 2018 to Mar 26, 2018",24 min. per ep.,PG-13 - Teens 13 or older,8.85,14981,25.0,1724,42265,393,Winter 2018,"TV Tokyo, Aniplex, Dentsu, Shueisha",,Bandai Namco Pictures,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",2018
24701,Mushishi Zoku Shou 2nd Season,TV,Manga,10,Finished Airing,"Oct 19, 2014 to Dec 21, 2014",23 min. per ep.,PG-13 - Teens 13 or older,8.83,48786,26.0,727,118257,701,Fall 2014,"Aniplex, Kodansha, Delfi Sound",Aniplex of America,Artland,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",2014
1,Cowboy Bebop,TV,Original,26,Finished Airing,"Apr 3, 1998 to Apr 24, 1999",24 min. per ep.,R - 17+ (violence & profanity),8.81,365465,27.0,38,707773,39145,Spring 1998,Bandai Visual,"Funimation, Bandai Entertainment",Sunrise,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",1998
263,Hajime no Ippo,TV,Manga,75,Finished Airing,"Oct 4, 2000 to Mar 27, 2002",23 min. per ep.,PG-13 - Teens 13 or older,8.8,116681,28.0,313,229504,10765,Fall 2000,VAP,Geneon Entertainment USA,Madhouse,"Comedy, Sports, Drama, Shounen",2000
1575,Code Geass: Hangyaku no Lelouch,TV,Original,25,Finished Airing,"Oct 6, 2006 to Jul 29, 2007",24 min. per ep.,R - 17+ (violence & profanity),8.79,627740,30.0,9,986897,63614,Fall 2006,"Bandai Visual, Mainichi Broadcasting System, Bandai, Sony Music Entertainment, Bandai Namco Entertainment, Hakuhodo DY Media Partners","Funimation, Bandai Entertainment",Sunrise,"Action, Military, Sci-Fi, Super Power, Drama, Mecha, School",2006
17074,Monogatari Series: Second Season,TV,Light novel,26,Finished Airing,"Jul 7, 2013 to Dec 29, 2013",24 min. per ep.,R - 17+ (violence & profanity),8.77,161651,32.0,207,303614,11893,Summer 2013,"Aniplex, Kodansha, Cyclone Graphics inc",Aniplex of America,Shaft,"Mystery, Comedy, Supernatural, Romance, Vampire",2013
21939,Mushishi Zoku Shou,TV,Manga,10,Finished Airing,"Apr 5, 2014 to Jun 21, 2014",24 min. per ep.,PG-13 - Teens 13 or older,8.77,60600,33.0,569,145925,894,Spring 2014,"Aniplex, Kodansha, Delfi Sound",Aniplex of America,Artland,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",2014
33486,Boku no Hero Academia 2nd Season,TV,Manga,25,Finished Airing,"Apr 1, 2017 to Sep 30, 2017",23 min. per ep.,PG-13 - Teens 13 or older,8.76,350352,35.0,57,583016,11671,Spring 2017,"Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Funimation,Bones,"Action, Comedy, Super Power, School, Shounen",2017
245,Great Teacher Onizuka,TV,Manga,43,Finished Airing,"Jun 30, 1999 to Sep 17, 2000",25 min. per ep.,R - 17+ (violence & profanity),8.74,187442,37.0,146,361027,14087,Summer 1999,"Aniplex, Fuji TV","Discotek Media, TOKYOPOP",Studio Pierrot,"Comedy, Drama, School, Shounen, Slice of Life",1999
457,Mushishi,TV,Manga,26,Finished Airing,"Oct 23, 2005 to Jun 19, 2006",25 min. per ep.,PG-13 - Teens 13 or older,8.74,147314,38.0,115,408122,17988,Fall 2005,"Avex Entertainment, Marvelous, SKY Perfect Well Think, Delfi Sound",Funimation,Artland,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",2005
34591,Natsume Yuujinchou Roku,TV,Manga,11,Finished Airing,"Apr 12, 2017 to Jun 21, 2017",23 min. per ep.,PG-13 - Teens 13 or older,8.74,24355,39.0,1227,66232,519,Spring 2017,"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha",,Shuka,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",2017
2001,Tengen Toppa Gurren Lagann,TV,Original,27,Finished Airing,"Apr 1, 2007 to Sep 30, 2007",24 min. per ep.,PG-13 - Teens 13 or older,8.74,449656,41.0,24,787535,50040,Spring 2007,"TV Tokyo, Aniplex, Dentsu, Konami, Half H.P Studio, Bandai","Bandai Entertainment, Aniplex of America",Gainax,"Action, Adventure, Comedy, Mecha, Sci-Fi",2007
30276,One Punch Man,TV,Web manga,12,Finished Airing,"Oct 5, 2015 to Dec 21, 2015",24 min. per ep.,R - 17+ (violence & profanity),8.73,691845,44.0,5,1020754,30747,Fall 2015,"TV Tokyo, Bandai Visual, Lantis, Asatsu DK, Banpresto, Good Smile Company, Shueisha, East Japan Marketing &amp; Communications",Viz Media,Madhouse,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural, Seinen",2015
5258,Hajime no Ippo: New Challenger,TV,Manga,26,Finished Airing,"Jan 7, 2009 to Jul 1, 2009",23 min. per ep.,PG-13 - Teens 13 or older,8.73,77718,42.0,663,126037,1074,Winter 2009,"VAP, Kodansha, Nippon Television Network",,Madhouse,"Comedy, Sports, Drama, Shounen",2009
11665,Natsume Yuujinchou Shi,TV,Manga,13,Finished Airing,"Jan 3, 2012 to Mar 27, 2012",24 min. per ep.,PG-13 - Teens 13 or older,8.72,62108,46.0,633,132405,1394,Winter 2012,"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha, Sony Music Entertainment","NIS America, Inc.",Brain&#039;s Base,"Slice of Life, Supernatural, Drama, Fantasy, Shoujo",2012
19,Monster,TV,Manga,74,Finished Airing,"Apr 7, 2004 to Sep 28, 2005",24 min. per ep.,R+ - Mild Nudity,8.69,118856,49.0,152,353310,17399,Spring 2004,"VAP, Shogakukan Productions, Nippon Television Network",Viz Media,Madhouse,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller",2004
12365,Bakuman. 3rd Season,TV,Manga,25,Finished Airing,"Oct 6, 2012 to Mar 30, 2013",24 min. per ep.,PG-13 - Teens 13 or older,8.67,107767,50.0,426,182765,2082,Fall 2012,"NHK, Shueisha",,J.C.Staff,"Comedy, Drama, Romance, Shounen",2012
1535,Death Note,TV,Manga,37,Finished Airing,"Oct 4, 2006 to Jun 27, 2007",23 min. per ep.,R - 17+ (violence & profanity),8.67,1009477,51.0,1,1456378,88696,Fall 2006,"VAP, Konami, Ashi Production, Nippon Television Network, Shueisha",Viz Media,Madhouse,"Mystery, Police, Psychological, Supernatural, Thriller, Shounen",2006
35108,Ninja Tamamaru: Toukaidou Gojuusan-ji,TV,Original,26,Finished Airing,"Dec 26, 2009 to Jun 26, 2010",5 min. per ep.,G - All Ages,8.67,3,11490.0,14052,44,0,Winter 2010,,,,"Kids, Martial Arts",2010
36259,Pingu in the City,TV,Other,26,Finished Airing,"Oct 7, 2017 to Mar 31, 2018",7 min. per ep.,G - All Ages,8.66,6346,56.0,2546,21890,634,Fall 2017,NHK,,Polygon Pictures,"Slice of Life, Comedy, Kids",2017
19647,Hajime no Ippo: Rising,TV,Manga,25,Finished Airing,"Oct 6, 2013 to Mar 29, 2014",22 min. per ep.,PG-13 - Teens 13 or older,8.66,59310,55.0,845,102952,650,Fall 2013,"VAP, Kodansha, Nippon Television Network",,"Madhouse, MAPPA","Comedy, Sports, Drama, Shounen",2013
11741,Fate/Zero 2nd Season,TV,Novel,12,Finished Airing,"Apr 8, 2012 to Jun 24, 2012",24 min. per ep.,R - 17+ (violence & profanity),8.66,313188,54.0,81,500077,10953,Spring 2012,"Aniplex, Nitroplus, Seikaisha, Notes",Aniplex of America,ufotable,"Action, Supernatural, Magic, Fantasy",2012
30654,Ansatsu Kyoushitsu 2nd Season,TV,Manga,25,Finished Airing,"Jan 8, 2016 to Jul 1, 2016",23 min. per ep.,PG-13 - Teens 13 or older,8.66,213765,53.0,134,380565,6715,Winter 2016,"Dentsu, Fuji TV, DAX Production, Avex Pictures, Shueisha, Kansai Telecasting",Funimation,Lerche,"Action, Comedy, School, Shounen",2016
10379,Natsume Yuujinchou San,TV,Manga,13,Finished Airing,"Jul 5, 2011 to Sep 27, 2011",24 min. per ep.,PG-13 - Teens 13 or older,8.65,68833,58.0,596,139161,983,Summer 2011,"Aniplex, Sakura Create","NIS America, Inc.",Brain&#039;s Base,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",2011
35839,Sora yori mo Tooi Basho,TV,Original,13,Finished Airing,"Jan 2, 2018 to Mar 27, 2018",23 min. per ep.,PG-13 - Teens 13 or older,8.65,41939,60.0,765,113465,2494,Winter 2018,"Media Factory, Movic, AT-X, Sony Music Communications, Docomo Anime Store, Kadokawa Media House, Kadokawa, NewGin, Crunchyroll SC Anime Fund",,Madhouse,"Slice of Life, Adventure",2018
20583,Haikyuu!!,TV,Manga,25,Finished Airing,"Apr 6, 2014 to Sep 21, 2014",24 min. per ep.,PG-13 - Teens 13 or older,8.65,278372,57.0,86,483501,23743,Spring 2014,"Mainichi Broadcasting System, TOHO animation, Shueisha",Sentai Filmworks,Production I.G,"Comedy, Drama, School, Shounen, Sports",2014
7785,Yojouhan Shinwa Taikei,TV,Novel,11,Finished Airing,"Apr 23, 2010 to Jul 2, 2010",23 min. per ep.,R - 17+ (violence & profanity),8.65,60508,61.0,421,183571,9442,Spring 2010,"Dentsu, Kadokawa Shoten, Fuji TV, Toho, Asmik Ace Entertainment, Tohokushinsha Film Corporation, Sony Music Entertainment, Fuji Pacific Music Publishing",Funimation,Madhouse,"Mystery, Comedy, Psychological, Romance",2010
22135,Ping Pong The Animation,TV,Manga,11,Finished Airing,"Apr 11, 2014 to Jun 20, 2014",23 min. per ep.,PG-13 - Teens 13 or older,8.65,72887,58.0,563,146861,7036,Spring 2014,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",Funimation,Tatsunoko Production,"Sports, Psychological, Drama, Seinen",2014
32983,Natsume Yuujinchou Go,TV,Manga,11,Finished Airing,"Oct 5, 2016 to Dec 21, 2016",23 min. per ep.,PG-13 - Teens 13 or older,8.64,31558,63.0,1038,80448,459,Fall 2016,"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha",,Shuka,"Slice of Life, Supernatural, Drama, Fantasy, Shoujo",2016
28735,Shouwa Genroku Rakugo Shinjuu,TV,Manga,13,Finished Airing,"Jan 9, 2016 to Apr 2, 2016",26 min. per ep.,PG-13 - Teens 13 or older,8.63,47463,66.0,590,141260,3259,Winter 2016,"Starchild Records, Mainichi Broadcasting System, Kodansha, DAX Production",,Studio Deen,"Drama, Historical, Josei",2016
31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,TV,Manga,39,Finished Airing,"Apr 2, 2016 to Dec 24, 2016",23 min. per ep.,R - 17+ (violence & profanity),8.63,99372,64.0,432,181435,7188,Spring 2016,"Warner Bros., KlockWorx, Medicos Entertainment, Shueisha",Viz Media,David Production,"Action, Adventure, Comedy, Supernatural, Drama, Shounen",2016
5300,Zoku Natsume Yuujinchou,TV,Manga,13,Finished Airing,"Jan 6, 2009 to Mar 31, 2009",24 min. per ep.,PG-13 - Teens 13 or older,8.62,77455,68.0,558,147299,1212,Winter 2009,"Aniplex, Nihon Ad Systems","NIS America, Inc.",Brain&#039;s Base,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",2009
2921,Ashita no Joe 2,TV,Manga,47,Finished Airing,"Oct 13, 1980 to Aug 31, 1981",24 min. per ep.,PG-13 - Teens 13 or older,8.6,4275,69.0,3364,12457,529,Fall 1980,Annapuru,,Tokyo Movie Shinsha,"Action, Drama, Shounen, Slice of Life, Sports",1980
6114,Rainbow: Nisha Rokubou no Shichinin,TV,Manga,26,Finished Airing,"Apr 7, 2010 to Sep 29, 2010",22 min. per ep.,R - 17+ (violence & profanity),8.59,78226,72.0,384,196494,5199,Spring 2010,"VAP, Nippon Television Network",Funimation,Madhouse,"Drama, Historical, Seinen, Thriller",2010
3297,Aria The Origination,TV,Manga,13,Finished Airing,"Jan 8, 2008 to Apr 1, 2008",24 min. per ep.,G - All Ages,8.59,18041,70.0,1158,71049,2981,Winter 2008,"TV Tokyo, Shochiku, Mag Garden",Nozomi Entertainment,Hal Film Maker,"Fantasy, Sci-Fi, Shounen, Slice of Life",2008
33352,Violet Evergarden,TV,Light novel,13,Finished Airing,"Jan 11, 2018 to Apr 5, 2018",23 min. per ep.,PG-13 - Teens 13 or older,8.59,111769,73.0,157,346230,6071,Winter 2018,"Lantis, Pony Canyon, Rakuonsha, ABC Animation",,Kyoto Animation,"Slice of Life, Drama, Fantasy",2018
35843,Gintama.: Porori-hen,TV,Manga,13,Finished Airing,"Oct 2, 2017 to Dec 25, 2017",23 min. per ep.,PG-13 - Teens 13 or older,8.59,23130,71.0,1464,53820,450,Fall 2017,"TV Tokyo, Aniplex, Dentsu, Shueisha",,Bandai Namco Pictures,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",2017
31043,Boku dake ga Inai Machi,TV,Manga,12,Finished Airing,"Jan 8, 2016 to Mar 25, 2016",23 min. per ep.,R - 17+ (violence & profanity),8.56,440402,77.0,40,699351,21248,Winter 2016,"Aniplex, Dentsu, Kadokawa Shoten, Fuji TV, DAX Production, Kyoraku Industrial Holdings, Kansai Telecasting, Lawson",Aniplex of America,A-1 Pictures,"Mystery, Psychological, Seinen, Supernatural",2016
33255,Saiki Kusuo no Ψ-nan (TV),TV,Manga,120,Finished Airing,"Jul 4, 2016 to Dec 26, 2016",5 min. per ep.,PG-13 - Teens 13 or older,8.56,59498,79.0,580,144096,2969,Summer 2016,"TV Tokyo, Shogakukan Productions, Pony Canyon, Nippon Columbia, KlockWorx, Asmik Ace Entertainment, Bandai Namco Entertainment, Shueisha, Toy&#039;s Factory, Dear Stage inc.",Funimation,"J.C.Staff, Egg Firm","Slice of Life, Comedy, Supernatural, School, Shounen",2016
12431,Uchuu Kyoudai,TV,Manga,99,Finished Airing,"Apr 1, 2012 to Mar 22, 2014",24 min. per ep.,PG-13 - Teens 13 or older,8.56,26666,80.0,881,98864,2503,Spring 2012,"Aniplex, Dentsu, YTV, Trinity Sound",Sentai Filmworks,A-1 Pictures,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",2012
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,TV,Manga,24,Finished Airing,"Jan 10, 2015 to Jun 20, 2015",23 min. per ep.,R - 17+ (violence & profanity),8.56,121404,78.0,400,190689,4468,Winter 2015,"Yomiko Advertising, Warner Bros., KlockWorx",Viz Media,David Production,"Action, Adventure, Drama, Shounen, Supernatural",2015
170,Slam Dunk,TV,Manga,101,Finished Airing,"Oct 16, 1993 to Mar 23, 1996",23 min. per ep.,PG-13 - Teens 13 or older,8.55,55013,86.0,753,114837,3423,Fall 1993,"TV Asahi, Animax","Flatiron Film Company, Geneon Entertainment USA",Toei Animation,"Comedy, Sports, Drama, School, Shounen",1993
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,TV,Manga,26,Finished Airing,"Jan 1, 2004 to Jan 8, 2005",25 min. per ep.,R - 17+ (violence & profanity),8.55,72222,82.0,545,149392,2392,Winter 2004,"Bandai Visual, Dentsu, Victor Entertainment, Tokuma Shoten","Bandai Entertainment, Manga Entertainment",Production I.G,"Action, Military, Sci-Fi, Mystery, Police, Mecha, Seinen",2004
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV,Original,11,Finished Airing,"Apr 15, 2011 to Jun 24, 2011",22 min. per ep.,PG-13 - Teens 13 or older,8.55,397955,81.0,45,661053,21155,Spring 2011,"Aniplex, Dentsu, Fuji TV, Fuji Pacific Music Publishing","NIS America, Inc., Aniplex of America",A-1 Pictures,"Slice of Life, Supernatural, Drama",2011
28171,Shokugeki no Souma,TV,Manga,24,Finished Airing,"Apr 4, 2015 to Sep 26, 2015",25 min. per ep.,PG-13 - Teens 13 or older,8.55,356271,85.0,54,612996,15394,Spring 2015,"Dentsu, Frontier Works, Mainichi Broadcasting System, Magic Capsule, Warner Bros., KlockWorx, Showgate, Shueisha, I Will",Sentai Filmworks,J.C.Staff,"Ecchi, School, Shounen",2015
24415,Kuroko no Basket 3rd Season,TV,Manga,25,Finished Airing,"Jan 11, 2015 to Jun 30, 2015",24 min. per ep.,PG-13 - Teens 13 or older,8.54,174065,88.0,226,287422,3360,Winter 2015,"Bandai Visual, Lantis, Nihon Ad Systems, Banpresto, Shueisha, BS11",,Production I.G,"Comedy, Sports, School, Shounen",2015
5028,Major S5,TV,Manga,25,Finished Airing,"Jan 10, 2009 to Jun 27, 2009",24 min. per ep.,PG-13 - Teens 13 or older,8.54,23101,90.0,1835,38181,435,Winter 2009,NHK,,SynergySP,"Comedy, Drama, Romance, Sports",2009
10165,Nichijou,TV,Manga,26,Finished Airing,"Apr 3, 2011 to Sep 25, 2011",23 min. per ep.,PG-13 - Teens 13 or older,8.52,151872,96.0,136,377617,12447,Spring 2011,"Lantis, Kadokawa Shoten, Movic, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Animation Do","Funimation, Bandai Entertainment",Kyoto Animation,"Slice of Life, Comedy, School",2011
10162,Usagi Drop,TV,Manga,11,Finished Airing,"Jul 8, 2011 to Sep 16, 2011",22 min. per ep.,PG-13 - Teens 13 or older,8.52,139627,97.0,256,267477,4705,Summer 2011,"Fuji TV, Tohokushinsha Film Corporation, Sony Music Entertainment, Sakura Create, Fuji Pacific Music Publishing","NIS America, Inc.",Production I.G,"Josei, Slice of Life",2011
22535,Kiseijuu: Sei no Kakuritsu,TV,Manga,24,Finished Airing,"Oct 9, 2014 to Mar 26, 2015",23 min. per ep.,R - 17+ (violence & profanity),8.52,410107,94.0,42,676816,15963,Fall 2014,"VAP, Kodansha, Nippon Television Network, Forecast Communications",Sentai Filmworks,Madhouse,"Action, Sci-Fi, Horror, Psychological, Drama, Seinen",2014
17389,Kingdom 2nd Season,TV,Manga,39,Finished Airing,"Jun 8, 2013 to Mar 2, 2014",25 min. per ep.,R - 17+ (violence & profanity),8.51,21659,99.0,1621,45807,503,Summer 2013,NHK,Funimation,Studio Pierrot,"Action, Military, Historical, Seinen",2013
877,Nana,TV,Manga,47,Finished Airing,"Apr 5, 2006 to Mar 28, 2007",23 min. per ep.,R+ - Mild Nudity,8.51,108693,101.0,262,262266,12291,Spring 2006,"VAP, Nippon Television Network, Shueisha",Viz Media,Madhouse,"Music, Slice of Life, Comedy, Drama, Romance, Shoujo",2006
32182,Mob Psycho 100,TV,Web manga,12,Finished Airing,"Jul 11, 2016 to Sep 27, 2016",24 min. per ep.,PG-13 - Teens 13 or older,8.51,272959,100.0,84,485074,8926,Summer 2016,"Warner Bros., KlockWorx, BS Fuji, Hakuhodo DY Music &amp; Pictures, Shogakukan","Funimation, Crunchyroll",Bones,"Action, Slice of Life, Comedy, Supernatural",2016
5941,Cross Game,TV,Manga,50,Finished Airing,"Apr 5, 2009 to Mar 28, 2010",23 min. per ep.,PG-13 - Teens 13 or older,8.5,29517,102.0,1167,70545,2114,Spring 2009,"TV Tokyo, Shogakukan Productions",,SynergySP,"Comedy, Drama, Romance, School, Sports",2009
34701,Girls★Battle Aloe Megumi,TV,Original,24,Finished Airing,"Jul, 2008 to 2009",45 sec. per ep.,G - All Ages,8.5,4,10230.0,13888,56,0,,,,,"Action, Comedy, Kids",
205,Samurai Champloo,TV,Original,26,Finished Airing,"May 20, 2004 to Mar 19, 2005",24 min. per ep.,R - 17+ (violence & profanity),8.5,298034,105.0,67,544112,19501,Spring 2004,"Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG","Funimation, Geneon Entertainment USA",Manglobe,"Action, Adventure, Comedy, Historical, Samurai, Shounen",2004
35788,Shokugeki no Souma: San no Sara,TV,Manga,12,Finished Airing,"Oct 4, 2017 to Dec 20, 2017",24 min. per ep.,PG-13 - Teens 13 or older,8.5,129754,106.0,282,248061,1817,Fall 2017,"Lantis, Warner Bros., KlockWorx, Shueisha",,J.C.Staff,"Ecchi, School, Shounen",2017
13125,Shinsekai yori,TV,Novel,25,Finished Airing,"Sep 29, 2012 to Mar 23, 2013",22 min. per ep.,R - 17+ (violence & profanity),8.49,157863,111.0,114,409878,16486,Fall 2012,"Aniplex, TV Asahi, Pony Canyon",Sentai Filmworks,A-1 Pictures,"Sci-Fi, Mystery, Horror, Psychological, Supernatural, Drama",2012
16894,Kuroko no Basket 2nd Season,TV,Manga,25,Finished Airing,"Oct 6, 2013 to Mar 30, 2014",24 min. per ep.,PG-13 - Teens 13 or older,8.49,224182,109.0,153,351815,3575,Fall 2013,"Bandai Visual, Lantis, Nihon Ad Systems, Banpresto, Shueisha, BS11",,Production I.G,"Comedy, Sports, School, Shounen",2013
16498,Shingeki no Kyojin,TV,Manga,25,Finished Airing,"Apr 7, 2013 to Sep 29, 2013",24 min. per ep.,R - 17+ (violence & profanity),8.49,940211,110.0,2,1345842,64032,Spring 2013,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Mad Box, Shingeki no Kyojin Team, Pony Canyon Enterprise",Funimation,Wit Studio,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",2013
10030,Bakuman. 2nd Season,TV,Manga,25,Finished Airing,"Oct 1, 2011 to Mar 24, 2012",24 min. per ep.,PG-13 - Teens 13 or older,8.49,122090,108.0,374,201720,1023,Fall 2011,"NHK, Shueisha",Media Blasters,J.C.Staff,"Comedy, Drama, Romance, Shounen",2011
