anime_id,title,type,source,episodes,status,aired_string,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,producer,licensor,studio,genre,premiered year
35828,Miira no Kaikata,TV,Web manga,12,Finished Airing,"Jan 12, 2018 to Mar 30, 2018",24 min. per ep.,PG-13 - Teens 13 or older,7.52,12413,1578.0,1790,39616,166,Winter 2018,"TBS, Grooove, Nichion, Exit Tunes, ONEMUSIC, Crunchyroll SC Anime Fund",,8bit,"Slice of Life, Comedy, Supernatural",2018
134,Gunslinger Girl,TV,Manga,13,Finished Airing,"Oct 9, 2003 to Feb 19, 2004",24 min. per ep.,R - 17+ (violence & profanity),7.51,55066,1608.0,655,128234,997,Fall 2003,"Marvelous, Fuji TV",Funimation,Madhouse,"Action, Psychological, Military, Drama, Sci-Fi",2003
3972,Yu☆Gi☆Oh! 5D&#039;s,TV,Manga,154,Finished Airing,"Apr 2, 2008 to Mar 30, 2011",24 min. per ep.,PG-13 - Teens 13 or older,7.51,32999,1623.0,1268,64384,936,Spring 2008,Nihon Ad Systems,4Kids Entertainment,Studio Gallop,"Action, Game, Shounen",2008
5355,Sengoku Basara,TV,Game,12,Finished Airing,"Apr 2, 2009 to Jun 18, 2009",23 min. per ep.,PG-13 - Teens 13 or older,7.51,46764,1618.0,764,113297,1020,Spring 2009,"Dentsu, Shochiku, Mainichi Broadcasting System, Movic, flying DOG",Funimation,Production I.G,"Action, Historical, Martial Arts, Samurai, Super Power",2009
4186,Chrome Shelled Regios,TV,Light novel,24,Finished Airing,"Jan 11, 2009 to Jun 21, 2009",24 min. per ep.,R - 17+ (violence & profanity),7.51,69646,1603.0,636,132270,958,Winter 2009,AMG MUSIC,Funimation,Zexcs,"Action, Adventure, Fantasy, School, Sci-Fi",2009
31680,Super Lovers,TV,Manga,10,Finished Airing,"Apr 6, 2016 to Jun 8, 2016",24 min. per ep.,PG-13 - Teens 13 or older,7.51,30427,1617.0,1344,60399,754,Spring 2016,"Kadokawa Shoten, DAX Production, Nippon Columbia",Funimation,Studio Deen,"Slice of Life, Comedy, Drama, Romance, Shounen Ai",2016
15793,Senki Zesshou Symphogear G,TV,Original,13,Finished Airing,"Jul 5, 2013 to Sep 27, 2013",23 min. per ep.,PG-13 - Teens 13 or older,7.51,15230,1619.0,1975,33816,440,Summer 2013,"Starchild Records, Memory-Tech, Dwango, Bushiroad, Good Smile Company, Kinyosha",,Satelight,"Action, Music, Sci-Fi",2013
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,TV,4-koma manga,13,Finished Airing,"Oct 3, 2014 to Dec 26, 2014",3 min. per ep.,PG-13 - Teens 13 or older,7.51,102220,1602.0,440,180124,569,Fall 2014,"DAX Production, Dream Creation",,Seven,"Slice of Life, Comedy, Romance, Seinen",2014
1021,Kaikan Phrase,TV,Manga,44,Finished Airing,"Apr 20, 1999 to Mar 25, 2000",24 min. per ep.,PG-13 - Teens 13 or older,7.51,2871,1614.0,3792,9319,111,Spring 1999,"TV Tokyo, Shogakukan Productions",,Studio Hibari,"Drama, Music, Romance, Shoujo",1999
11633,Blood Lad,TV,Manga,10,Finished Airing,"Jul 8, 2013 to Sep 9, 2013",24 min. per ep.,PG-13 - Teens 13 or older,7.51,184214,1601.0,164,341283,1435,Summer 2013,"Kadokawa Shoten, KlockWorx, flying DOG",Viz Media,Brain&#039;s Base,"Action, Comedy, Demons, Seinen, Supernatural, Vampire",2013
130,Saiyuuki Reload,TV,Manga,25,Finished Airing,"Oct 2, 2003 to Mar 25, 2004",20 min. per ep.,PG-13 - Teens 13 or older,7.51,8932,1617.0,2507,22448,100,Fall 2003,,Geneon Entertainment USA,Studio Pierrot,"Action, Adventure, Comedy, Drama, Fantasy, Josei",2003
8676,Amagami SS,TV,Visual novel,25,Finished Airing,"Jul 2, 2010 to Dec 24, 2010",24 min. per ep.,PG-13 - Teens 13 or older,7.51,94352,1600.0,372,202438,1647,Summer 2010,"Pony Canyon, TBS, Movic",Sentai Filmworks,AIC,"Slice of Life, Comedy, Romance, School",2010
1069,Chou Denji Machine Voltes V,TV,Original,40,Finished Airing,"Jun 4, 1977 to Mar 25, 1978",23 min. per ep.,PG-13 - Teens 13 or older,7.51,1950,1599.0,5345,3933,43,Summer 1977,TV Asahi,,"Sunrise, Toei Animation","Action, Adventure, Mecha, Drama, Sci-Fi, Shounen",1977
2216,Shigurui,TV,Manga,12,Finished Airing,"Jul 19, 2007 to Oct 11, 2007",23 min. per ep.,R+ - Mild Nudity,7.5,21579,1647.0,1229,66096,613,Summer 2007,"Geneon Universal Entertainment, WOWOW, Akita Shoten",Funimation,Madhouse,"Action, Historical, Psychological, Drama, Martial Arts, Samurai, Seinen",2007
2608,Wangan Midnight,TV,Manga,26,Finished Airing,"Jun 15, 2007 to Sep 13, 2008",25 min. per ep.,PG-13 - Teens 13 or older,7.5,5790,1654.0,3125,14497,170,Summer 2007,OB Planning,,A.C.G.T.,"Action, Cars, Seinen, Sports",2007
181,Vandread: The Second Stage,TV,Original,13,Finished Airing,"Oct 5, 2001 to Jan 18, 2002",22 min. per ep.,PG-13 - Teens 13 or older,7.5,25354,1651.0,1749,40958,105,Fall 2001,"GDH, Dentsu, Media Factory","Funimation, Geneon Entertainment USA",Gonzo,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",2001
36993,Chao Zhi Neng Zu Qiu,TV,Original,52,Finished Airing,"Feb 6, 2010 to Jun 10, 2014",22 min. per ep.,G - All Ages,7.5,20,9816.0,12424,127,0,Winter 2010,,,,"Comedy, Sports",2010
18893,Aoki Hagane no Arpeggio: Ars Nova,TV,Manga,12,Finished Airing,"Oct 8, 2013 to Dec 24, 2013",24 min. per ep.,PG-13 - Teens 13 or older,7.5,48992,1623.0,821,105762,800,Fall 2013,"Sotsu, KlockWorx, flying DOG, Ultra Super Pictures, Showgate, Shounen Gahousha",Discotek Media,SANZIGEN,"Action, Sci-Fi, Seinen",2013
27787,Nisekoi:,TV,Manga,12,Finished Airing,"Apr 10, 2015 to Jun 26, 2015",24 min. per ep.,PG-13 - Teens 13 or older,7.5,168152,1639.0,235,280967,1083,Spring 2015,"Aniplex, Shueisha",Aniplex of America,Shaft,"Comedy, Harem, Romance, School, Shounen",2015
183,Whistle!,TV,Manga,39,Finished Airing,"May 6, 2002 to Feb 3, 2003",24 min. per ep.,G - All Ages,7.5,4541,1655.0,3749,9544,63,Spring 2002,Marvelous,,Studio Comet,"School, Shounen, Sports",2002
5233,Slayers Evolution-R,TV,Light novel,13,Finished Airing,"Jan 12, 2009 to Apr 6, 2009",24 min. per ep.,PG-13 - Teens 13 or older,7.5,11394,1652.0,2452,23416,38,Winter 2009,,"Funimation, NYAV Post",J.C.Staff,"Adventure, Comedy, Fantasy",2009
165,RahXephon,TV,Original,26,Finished Airing,"Jan 21, 2002 to Sep 10, 2002",23 min. per ep.,PG-13 - Teens 13 or older,7.5,31206,1644.0,1046,79101,841,Winter 2002,"Asatsu DK, Fuji TV",ADV Films,Bones,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",2002
12149,AKB0048,TV,Original,13,Finished Airing,"Apr 29, 2012 to Jul 22, 2012",23 min. per ep.,PG-13 - Teens 13 or older,7.5,19884,1624.0,1656,44615,598,Spring 2012,"Starchild Records, Magic Capsule, GANSIS",Sentai Filmworks,Satelight,"Music, Sci-Fi",2012
1454,Kemonozume,TV,Original,13,Finished Airing,"Aug 6, 2006 to Nov 5, 2006",23 min. per ep.,R+ - Mild Nudity,7.5,12025,1638.0,1681,43671,355,Summer 2006,WOWOW,,Madhouse,"Action, Horror, Demons, Supernatural, Romance",2006
23311,Garo: Honoo no Kokuin,TV,Original,24,Finished Airing,"Oct 4, 2014 to Mar 28, 2015",24 min. per ep.,R - 17+ (violence & profanity),7.5,31290,1633.0,952,89015,342,Fall 2014,Tohokushinsha Film Corporation,Funimation,MAPPA,"Action, Demons, Supernatural, Magic, Fantasy",2014
33241,Honobono Log,TV,Picture book,10,Finished Airing,"Jun 7, 2016 to Jun 18, 2016",2 min. per ep.,G - All Ages,7.5,12246,1632.0,2283,26398,171,Spring 2016,NHK,,Fanworks,"Slice of Life, Romance",2016
31414,Nijiiro Days,TV,Manga,24,Finished Airing,"Jan 10, 2016 to Jun 26, 2016",13 min. per ep.,PG-13 - Teens 13 or older,7.5,40787,1638.0,893,97026,427,Winter 2016,"YTV, Tokuma Japan, Daiichikosho, Shueisha",Funimation,Production Reed,"Comedy, Romance, School, Shoujo, Slice of Life",2016
798,Yomigaeru Sora: Rescue Wings,TV,Original,12,Finished Airing,"Jan 9, 2006 to Mar 27, 2006",23 min. per ep.,PG-13 - Teens 13 or older,7.5,2847,1654.0,3886,8754,30,Winter 2006,"Bandai Visual, Lantis",,J.C.Staff,"Drama, Military, Seinen",2006
4189,Winter Sonata,TV,Other,26,Finished Airing,"Oct 17, 2009 to May 1, 2010",25 min. per ep.,PG-13 - Teens 13 or older,7.49,3379,1685.0,2920,16695,64,Fall 2009,Yoon&#039;s Color,,"Studio Comet, KeyEast, REALTHING","Drama, Romance",2009
21573,Senki Zesshou Symphogear GX,TV,Original,13,Finished Airing,"Jul 4, 2015 to Sep 26, 2015",23 min. per ep.,PG-13 - Teens 13 or older,7.49,10176,1676.0,2381,24642,312,Summer 2015,"Starchild Records, Memory-Tech, Bushiroad, MAGES., Kinyosha",,Satelight,"Action, Music, Sci-Fi",2015
1327,Aoki Densetsu Shoot!,TV,Unknown,58,Finished Airing,"Nov 7, 1993 to Dec 25, 1994",25 min. per ep.,PG-13 - Teens 13 or older,7.49,3930,1657.0,3912,8583,58,Fall 1993,,,Toei Animation,"Action, Comedy, Drama, Romance, School, Shounen, Sports",1993
76,Mahou Shoujo Lyrical Nanoha,TV,Original,13,Finished Airing,"Oct 3, 2004 to Dec 26, 2004",25 min. per ep.,PG-13 - Teens 13 or older,7.49,31524,1670.0,1127,73400,933,Fall 2004,"Starchild Records, Omnibus Japan",Geneon Entertainment USA,Seven Arcs,"Action, Comedy, Drama, Magic, Super Power",2004
1391,Future GPX Cyber Formula,TV,Original,37,Finished Airing,"Mar 15, 1991 to Dec 20, 1991",24 min. per ep.,PG - Children,7.49,1058,1664.0,5605,3528,40,Spring 1991,,Bandai Entertainment,Sunrise,"Adventure, Sci-Fi, Shounen, Sports",1991
2129,True Tears,TV,Original,13,Finished Airing,"Jan 6, 2008 to Mar 30, 2008",24 min. per ep.,PG-13 - Teens 13 or older,7.49,71897,1684.0,586,142182,828,Winter 2008,"Bandai Visual, Lantis","Bandai Entertainment, Discotek Media, Bandai Visual USA",P.A. Works,"Drama, Romance, School",2008
959,Shin Chou Kyou Ryo: Condor Hero,TV,Novel,26,Finished Airing,"Apr 11, 2001 to Oct 28, 2002",24 min. per ep.,PG-13 - Teens 13 or older,7.49,1977,1677.0,4518,6033,30,Spring 2001,Jade Animation,,Nippon Animation,"Adventure, Drama, Historical, Romance",2001
10798,UN-GO,TV,Novel,11,Finished Airing,"Oct 14, 2011 to Dec 23, 2011",24 min. per ep.,R - 17+ (violence & profanity),7.49,42041,1685.0,843,103054,559,Fall 2011,"Dentsu, Fuji TV, Toho, Sony Music Entertainment, Fuji Pacific Music Publishing",Sentai Filmworks,Bones,"Mystery, Supernatural",2011
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,TV,4-koma manga,13,Finished Airing,"Apr 3, 2015 to Jun 26, 2015",3 min. per ep.,PG-13 - Teens 13 or older,7.49,66998,1662.0,801,108005,137,Spring 2015,"DAX Production, Dream Creation",,Seven,"Slice of Life, Comedy, Romance, Seinen",2015
1060,Oruchuban Ebichu,TV,Manga,24,Finished Airing,"Aug 1, 1999 to Oct 1, 1999",8 min. per ep.,R+ - Mild Nudity,7.49,11440,1671.0,2158,28930,235,Summer 1999,"Group TAC, Pioneer LDC",,Gainax,"Comedy, Ecchi, Seinen",1999
35376,Himouto! Umaru-chan R,TV,Manga,12,Finished Airing,"Oct 8, 2017 to Dec 24, 2017",23 min. per ep.,PG-13 - Teens 13 or older,7.49,34673,1666.0,937,90603,305,Fall 2017,"AT-X, Flex Comix, TOHO animation, Good Smile Company, Shueisha, bilibili, BS11, Jinnan Studio, RAY",Sentai Filmworks,Doga Kobo,"Comedy, School, Seinen, Slice of Life",2017
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,TV,Light novel,12,Finished Airing,"Jul 4, 2015 to Sep 19, 2015",23 min. per ep.,R+ - Mild Nudity,7.49,167565,1677.0,193,313393,1876,Summer 2015,"Frontier Works, Shogakukan Productions, Genco, Starchild Records, AT-X, KlockWorx",Funimation,J.C.Staff,"Comedy, Ecchi, School",2015
27631,God Eater,TV,Game,13,Finished Airing,"Jul 12, 2015 to Mar 26, 2016",23 min. per ep.,R - 17+ (violence & profanity),7.49,121867,1665.0,236,280523,1464,Summer 2015,"Bandai Visual, Lantis, Anime Consortium Japan",Aniplex of America,ufotable,"Action, Military, Sci-Fi, Fantasy",2015
11499,Sankarea,TV,Manga,12,Finished Airing,"Apr 6, 2012 to Jun 29, 2012",24 min. per ep.,R+ - Mild Nudity,7.49,165755,1673.0,205,305513,1530,Spring 2012,"Lantis, Pony Canyon, TBS, Kodansha, BS-TBS",Funimation,Studio Deen,"Comedy, Horror, Supernatural, Romance, Ecchi, Shounen",2012
68,Black Cat,TV,Manga,23,Finished Airing,"Oct 7, 2005 to Mar 31, 2006",24 min. per ep.,PG-13 - Teens 13 or older,7.49,89185,1656.0,430,181812,1703,Fall 2005,"GDH, Dentsu, TBS, Sotsu Music Publishing",Funimation,Gonzo,"Adventure, Comedy, Sci-Fi, Shounen, Super Power",2005
33362,Starmyu 2nd Season,TV,Original,12,Finished Airing,"Apr 4, 2017 to Jun 20, 2017",24 min. per ep.,PG-13 - Teens 13 or older,7.48,3043,1710.0,3719,9753,55,Spring 2017,NBCUniversal Entertainment Japan,,C-Station,"Music, Slice of Life, School",2017
10110,Mayo Chiki!,TV,Light novel,13,Finished Airing,"Jul 8, 2011 to Sep 30, 2011",24 min. per ep.,R+ - Mild Nudity,7.48,147992,1699.0,260,263531,1499,Summer 2011,"Starchild Records, Media Factory, TBS, DAX Production, PRA, RAY",Sentai Filmworks,feel.,"Harem, Comedy, Romance, Ecchi, School",2011
25731,Cross Ange: Tenshi to Ryuu no Rondo,TV,Original,25,Finished Airing,"Oct 5, 2014 to Mar 29, 2015",23 min. per ep.,R - 17+ (violence & profanity),7.48,46450,1688.0,797,108767,957,Fall 2014,"Starchild Records, Bandai Namco Live Creative, Bandai Channel",Sentai Filmworks,Sunrise,"Action, Sci-Fi, Mecha",2014
30911,Tales of Zestiria the X,TV,Game,12,Finished Airing,"Jul 10, 2016 to Sep 25, 2016",23 min. per ep.,PG-13 - Teens 13 or older,7.48,76405,1710.0,439,180261,658,Summer 2016,"Bandai Visual, Lantis, Bandai Namco Entertainment, Anime Consortium Japan",Funimation,ufotable,"Action, Adventure, Magic, Fantasy",2016
19369,Outbreak Company,TV,Light novel,12,Finished Airing,"Oct 4, 2013 to Dec 20, 2013",24 min. per ep.,PG-13 - Teens 13 or older,7.48,96076,1700.0,409,187658,672,Fall 2013,"Pony Canyon, TBS, Kodansha, Movic, DAX Production",Sentai Filmworks,feel.,"Harem, Comedy, Parody, Fantasy",2013
2014,Taiho Shichau zo: Second Season,TV,Manga,26,Finished Airing,"Apr 7, 2001 to Sep 29, 2001",24 min. per ep.,PG-13 - Teens 13 or older,7.48,2600,1711.0,4443,6301,6,Spring 2001,Kodansha,Sentai Filmworks,Studio Deen,"Action, Comedy, Police, Shounen",2001
6707,Kuroshitsuji II,TV,Manga,12,Finished Airing,"Jul 2, 2010 to Sep 17, 2010",24 min. per ep.,R - 17+ (violence & profanity),7.48,173199,1696.0,213,300154,3587,Summer 2010,"Aniplex, Square Enix, Mainichi Broadcasting System",Funimation,A-1 Pictures,"Action, Comedy, Demons, Supernatural, Fantasy, Shounen",2010
1852,Hidamari Sketch,TV,4-koma manga,12,Finished Airing,"Jan 12, 2007 to Mar 30, 2007",24 min. per ep.,PG-13 - Teens 13 or older,7.48,17700,1695.0,1504,51754,736,Winter 2007,"Aniplex, Lantis, TBS, Movic, Houbunsha",Sentai Filmworks,Shaft,"Slice of Life, Comedy, School, Seinen",2007
16123,Saki Zenkoku-hen,TV,Manga,13,Finished Airing,"Jan 6, 2014 to Apr 7, 2014",24 min. per ep.,PG-13 - Teens 13 or older,7.48,10486,1704.0,2477,22983,101,Winter 2014,"TV Tokyo, Square Enix, Lantis, Pony Canyon",,Studio Gokumi,"Game, School, Slice of Life",2014
167,Scrapped Princess,TV,Light novel,24,Finished Airing,"Apr 8, 2003 to Oct 7, 2003",23 min. per ep.,PG-13 - Teens 13 or older,7.48,28908,1704.0,1199,67810,411,Spring 2003,"Kadokawa Shoten, A-Line","Funimation, Bandai Entertainment",Bones,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen",2003
4061,Grimm Masterpiece Theater II,TV,Other,23,Finished Airing,"Oct 2, 1988 to Mar 26, 1989",20 min. per ep.,G - All Ages,7.48,570,1692.0,7473,1481,2,Fall 1988,,Saban Entertainment,Nippon Animation,"Adventure, Comedy, Fantasy, Kids, Magic",1988
23421,Re:␣Hamatora,TV,Original,12,Finished Airing,"Jul 8, 2014 to Sep 23, 2014",24 min. per ep.,R - 17+ (violence & profanity),7.48,46856,1702.0,868,100521,330,Summer 2014,"TV Tokyo, Sotsu, AT-X, DAX Production, NAZ, DIVE II Entertainment, Avex Pictures, Q-Tec, Shueisha, Toy&#039;s Factory",Sentai Filmworks,Lerche,"Mystery, Comedy, Super Power, Drama",2014
24037,Selector Spread WIXOSS,TV,Card game,12,Finished Airing,"Oct 4, 2014 to Dec 20, 2014",24 min. per ep.,R - 17+ (violence & profanity),7.48,27601,1705.0,1446,54742,199,Fall 2014,"Magic Capsule, Warner Bros., Showgate",Funimation,J.C.Staff,"Game, Psychological",2014
8726,Soredemo Machi wa Mawatteiru,TV,Manga,12,Finished Airing,"Oct 8, 2010 to Dec 24, 2010",24 min. per ep.,PG-13 - Teens 13 or older,7.47,14763,1744.0,1826,38419,143,Fall 2010,"Pony Canyon, TBS, Movic, Magic Bus, Studio Pastoral, flying DOG, Memory-Tech",Sentai Filmworks,Shaft,"Comedy, Slice of Life",2010
34494,Sakura Quest,TV,Original,25,Finished Airing,"Apr 6, 2017 to Sep 21, 2017",23 min. per ep.,PG-13 - Teens 13 or older,7.47,22661,1741.0,1011,83241,308,Spring 2017,"AT-X, Houbunsha, TOHO animation, BS11, ABC Animation, Sony PCL",Funimation,P.A. Works,"Slice of Life, Comedy",2017
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,TV,Novel,12,Finished Airing,"Oct 8, 2015 to Dec 24, 2015",23 min. per ep.,R - 17+ (violence & profanity),7.47,57698,1742.0,652,128857,597,Fall 2015,"Lantis, DAX Production",Sentai Filmworks,TROYCA,Mystery,2015
25519,Yuuki Yuuna wa Yuusha de Aru,TV,Original,12,Finished Airing,"Oct 17, 2014 to Dec 26, 2014",24 min. per ep.,PG-13 - Teens 13 or older,7.47,32784,1748.0,966,87784,888,Fall 2014,"Dentsu, Mainichi Broadcasting System, Pony Canyon, Movic, KlockWorx",Ponycan USA,Studio Gokumi,"Slice of Life, Psychological, Drama, Magic, Fantasy",2014
16009,Kamisama no Inai Nichiyoubi,TV,Light novel,12,Finished Airing,"Jul 7, 2013 to Sep 22, 2013",23 min. per ep.,R - 17+ (violence & profanity),7.47,65701,1731.0,529,152358,817,Summer 2013,"Starchild Records, AT-X, KlockWorx, Memory-Tech, Studio Mausu",Sentai Filmworks,Madhouse,"Fantasy, Mystery",2013
506,Glass no Kamen,TV,Manga,23,Finished Airing,"Apr 9, 1984 to Sep 24, 1984",24 min. per ep.,PG-13 - Teens 13 or older,7.47,1532,1724.0,4790,5255,31,Spring 1984,Studio Jack,,Eiken,"Drama, Romance, Shoujo",1984
489,Kamichu!,TV,Original,12,Finished Airing,"Jun 29, 2005 to Sep 27, 2005",26 min. per ep.,G - All Ages,7.47,12638,1730.0,1774,40177,187,Summer 2005,Aniplex,"Funimation, Geneon Entertainment USA",Brain&#039;s Base,"Comedy, Drama, Slice of Life, Supernatural",2005
242,Gokusen,TV,Manga,13,Finished Airing,"Jan 6, 2004 to Mar 30, 2004",23 min. per ep.,R - 17+ (violence & profanity),7.47,13576,1725.0,2282,26382,172,Winter 2004,"VAP, Studio Jack","Media Blasters, NYAV Post",Madhouse,"Slice of Life, Comedy, Drama, School, Josei",2004
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,TV,Game,13,Finished Airing,"Jul 5, 2013 to Sep 27, 2013",24 min. per ep.,R - 17+ (violence & profanity),7.47,241645,1718.0,107,421293,5649,Summer 2013,"Geneon Universal Entertainment, Mainichi Broadcasting System, Showgate",Funimation,Lerche,"Mystery, Psychological, School",2013
19839,Wei Qi Shao Nian 2,TV,Unknown,26,Finished Airing,2009,25 min. per ep.,None,7.47,17,12663.0,11961,150,0,,,,,"Game, Historical",
2204,Karakurizoushi Ayatsuri Sakon,TV,Manga,26,Finished Airing,"Oct 8, 1999 to Mar 31, 2000",25 min. per ep.,R - 17+ (violence & profanity),7.47,2088,1732.0,4157,7465,40,Fall 1999,WOWOW,,TMS Entertainment,"Mystery, Horror, Thriller, Shounen",1999
9938,Ikoku Meiro no Croisée The Animation,TV,Manga,12,Finished Airing,"Jul 4, 2011 to Sep 19, 2011",23 min. per ep.,G - All Ages,7.47,18476,1729.0,1659,44459,135,Summer 2011,"Media Factory, AT-X, flying DOG, Sony Music Communications, Bushiroad, Good Smile Company, Aoni Entertainment",Sentai Filmworks,Satelight,"Slice of Life, Historical, Seinen",2011
960,Shin Chou Kyou Ryo: Condor Hero II,TV,Unknown,26,Finished Airing,"Jan 30, 2005 to Sep 2, 2006",20 min. per ep.,PG-13 - Teens 13 or older,7.47,1040,1741.0,6291,2603,4,Winter 2005,Jade Animation,,Nippon Animation,"Adventure, Drama, Historical, Romance",2005
10719,Boku wa Tomodachi ga Sukunai,TV,Light novel,12,Finished Airing,"Oct 7, 2011 to Dec 23, 2011",24 min. per ep.,R+ - Mild Nudity,7.47,255852,1716.0,101,441348,3255,Fall 2011,"Media Factory, TBS, Bushiroad, Good Smile Company",Funimation,AIC Build,"Ecchi, Slice of Life, Comedy, Harem, Romance, School",2011
15583,Date A Live,TV,Light novel,12,Finished Airing,"Apr 6, 2013 to Jun 22, 2013",23 min. per ep.,R - 17+ (violence & profanity),7.47,248521,1719.0,104,432940,6725,Spring 2013,"Kadokawa Shoten, AT-X, Nippon Columbia, Fujimi Shobo",Funimation,AIC Plus+,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",2013
1589,Bartender,TV,Manga,11,Finished Airing,"Oct 15, 2006 to Dec 31, 2006",23 min. per ep.,PG-13 - Teens 13 or older,7.46,17115,1753.0,1448,54611,371,Fall 2006,"Fuji TV, Sony Music Entertainment, Fuji Pacific Music Publishing, Atelier Musa, Fuji Creative",,Palm Studio,"Drama, Seinen, Slice of Life",2006
20079,Ijiwaru Baasan,TV,Unknown,39,Finished Airing,"Sep 3, 1970 to Aug 18, 1971",25 min. per ep.,None,7.46,13,10553.0,11970,149,0,Fall 1970,Knack Productions,,,"Comedy, Slice of Life",1970
551,Grappler Baki: Saidai Tournament-hen,TV,Manga,24,Finished Airing,"Jul 24, 2001 to Dec 25, 2001",24 min. per ep.,R - 17+ (violence & profanity),7.46,10252,1769.0,2836,17646,105,Summer 2001,,Funimation,Group TAC,"Action, Sports, Martial Arts, Shounen",2001
22509,Manga Nihonshi (NHK Han),TV,Unknown,40,Finished Airing,"Apr 6, 1992 to Mar 8, 1993",20 min. per ep.,G - All Ages,7.46,39,11176.0,10804,248,3,Spring 1992,NHK,,,Historical,1992
2929,Moonlight Mile 2nd Season: Touch Down,TV,Manga,14,Finished Airing,"Sep 13, 2007 to Dec 13, 2007",25 min. per ep.,R+ - Mild Nudity,7.46,1207,1779.0,5711,3368,8,Fall 2007,,,Studio Hibari,"Adventure, Drama, Sci-Fi, Space",2007
970,Yokoyama Mitsuteru Sangokushi,TV,Manga,47,Finished Airing,"Oct 18, 1991 to Sep 25, 1992",23 min. per ep.,PG-13 - Teens 13 or older,7.46,1278,1790.0,5567,3575,24,Fall 1991,"TV Tokyo, d-rights",,"Enoki Films, Dai Nippon Printing","Action, Adventure, Historical",1991
12711,Uta no☆Prince-sama♪ Maji Love 2000%,TV,Visual novel,13,Finished Airing,"Apr 4, 2013 to Jun 27, 2013",25 min. per ep.,PG-13 - Teens 13 or older,7.46,36361,1790.0,1110,74530,613,Spring 2013,"Showgate, King Records",Sentai Filmworks,A-1 Pictures,"Comedy, Harem, Music, Romance, School, Shoujo",2013
1222,Bokura ga Ita,TV,Manga,26,Finished Airing,"Jul 4, 2006 to Dec 26, 2006",25 min. per ep.,PG-13 - Teens 13 or older,7.46,68318,1755.0,528,152546,1992,Summer 2006,"Marvelous, Pony Canyon, Delfi Sound",,Artland,"Slice of Life, Drama, Romance, Shoujo",2006
1536,Busou Renkin,TV,Manga,26,Finished Airing,"Oct 5, 2006 to Mar 29, 2007",24 min. per ep.,PG-13 - Teens 13 or older,7.46,58767,1756.0,666,125538,812,Fall 2006,"Geneon Universal Entertainment, Yomiko Advertising, Shueisha",Viz Media,Xebec,"Action, Fantasy, Supernatural, Comedy, School, Shounen",2006
1614,Captain Tsubasa: Road to 2002,TV,Manga,52,Finished Airing,"Oct 7, 2001 to Oct 6, 2002",24 min. per ep.,PG-13 - Teens 13 or older,7.46,17252,1755.0,2243,27115,130,Fall 2001,TV Tokyo,,"Madhouse, Group TAC","Action, Shounen, Sports",2001
113,Uchuu no Stellvia,TV,Original,26,Finished Airing,"Apr 3, 2003 to Sep 25, 2003",23 min. per ep.,PG-13 - Teens 13 or older,7.46,7286,1788.0,2836,17627,114,Spring 2003,"Starchild Records, TV Tokyo Music",Geneon Entertainment USA,Xebec,"Action, Romance, Sci-Fi, Space",2003
25183,Gangsta.,TV,Manga,12,Finished Airing,"Jul 2, 2015 to Sep 24, 2015",23 min. per ep.,R - 17+ (violence & profanity),7.46,143519,1769.0,227,286695,1989,Summer 2015,"Bandai Visual, Frontier Works, Lantis, DAX Production, Tokyo MX",Funimation,Manglobe,"Action, Drama, Seinen",2015
103,Akazukin Chacha,TV,Manga,74,Finished Airing,"Jan 7, 1994 to Jun 30, 1995",24 min. per ep.,G - All Ages,7.46,3153,1751.0,3812,9195,73,Winter 1994,"Nihon Ad Systems, Shueisha",,Studio Gallop,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",1994
763,Zoids,TV,Unknown,67,Finished Airing,"Sep 4, 1999 to Dec 23, 2000",25 min. per ep.,PG - Children,7.46,17277,1794.0,2000,32899,230,Fall 1999,,"Viz Media, Geneon Entertainment USA",Xebec,"Action, Adventure, Comedy, Mecha, Sci-Fi",1999
1808,Kamichama Karin,TV,Manga,26,Finished Airing,"Apr 6, 2007 to Sep 28, 2007",24 min. per ep.,PG-13 - Teens 13 or older,7.46,14728,1777.0,1916,35515,449,Spring 2007,"Broccoli, Nihon Ad Systems, Pony Canyon, Studio Kelmadick",,Satelight,"Comedy, Fantasy, Magic, Romance, School, Shoujo",2007
32648,Handa-kun,TV,Manga,12,Finished Airing,"Jul 8, 2016 to Sep 23, 2016",24 min. per ep.,PG-13 - Teens 13 or older,7.46,49917,1773.0,736,117021,346,Summer 2016,"Square Enix, Lantis, TBS, DAX Production, Memory-Tech, TC Entertainment, Docomo Anime Store, NichiNare",Funimation,Diomedea,"Slice of Life, Comedy, Shounen",2016
